StudentID,Year,Company,Package,Status,InterviewMode,Interview_Rounds,Placed_Date
11639,2020,Grover-Patla,27.2,Rejected,Offline,3,2023-05-19
11640,2020,Khatri-Doctor,20.45,Rejected,Offline,3,2021-12-21
11640,2020,De-Khalsa,15.84,Rejected,Online,3,2023-09-03
11640,2020,Dar Inc,5.96,Rejected,Online,5,2024-04-29
11640,2020,"Chadha, Rau and Ratti",6.56,Placed,Online,3,2023-01-24
11640,2020,Virk-Balay,17.44,Placed,Offline,4,2023-11-03
11640,2020,Khalsa-Majumdar,36.42,Rejected,Online,4,2024-05-29
11641,2020,"Pandey, Dar and Bhasin",6.68,Rejected,Online,3,2024-04-20
11641,2020,Sani and Sons,20.01,Rejected,Offline,2,2016-03-24
11641,2020,"Ravel, Varkey and Solanki",16.05,Placed,Offline,4,2021-02-22
11641,2020,Dalal Group,9.6,Placed,Offline,2,2024-05-19
11641,2020,"Lal, Venkataraman and Vora",11.04,Placed,Offline,5,2019-10-13
11642,2020,Vaidya Group,16.49,Placed,Online,5,2026-02-24
11642,2020,Verma LLC,30.41,Placed,Offline,2,2017-09-01
11642,2020,Khalsa LLC,12.74,Rejected,Offline,3,2016-05-17
11643,2020,Bhagat PLC,5.22,Rejected,Offline,3,2024-07-17
11643,2020,Mistry-Baria,3.93,Placed,Online,4,2024-01-22
11643,2020,Sengupta Ltd,8.94,Rejected,Online,4,2023-11-13
11643,2020,"Maharaj, Sampath and Kunda",12.04,Placed,Offline,5,2019-04-13
11643,2020,"Krish, Sehgal and Bath",15.2,Rejected,Offline,4,2023-04-24
11643,2020,Krish Ltd,8.53,Placed,Online,3,2020-08-05
11643,2020,Goel Ltd,34.98,Rejected,Online,3,2023-07-08
11644,2020,Jani PLC,8.79,Rejected,Offline,4,2024-10-07
11644,2020,"Pradhan, Bhandari and Balan",5.77,Placed,Online,4,2022-12-13
11644,2020,Golla PLC,33.49,Placed,Online,4,2018-04-25
11644,2020,Singh Ltd,38.36,Placed,Offline,2,2024-08-23
11645,2020,"Issac, Sane and Palan",13.08,Rejected,Online,5,2022-02-14
11645,2020,"Prasad, Das and Keer",4.77,Rejected,Online,4,2024-06-05
11645,2020,"Keer, Barman and Hayre",29.03,Rejected,Offline,2,2017-12-17
11646,2020,"Naik, Hans and Seth",22.97,Rejected,Offline,2,2020-01-04
11646,2020,Borra-Mahal,23.61,Rejected,Online,4,2016-05-25
11646,2020,"Subramaniam, Bal and Madan",7.14,Placed,Offline,2,2016-09-20
11646,2020,"Lall, Hegde and Menon",7.5,Rejected,Online,3,2022-03-10
11646,2020,"Kanda, Kohli and Dora",7.25,Placed,Online,4,2024-08-25
11646,2020,Mahajan-Bose,6.36,Placed,Online,4,2017-05-20
11646,2020,Mittal PLC,9.68,Rejected,Offline,2,2023-11-25
11646,2020,Devi-Padmanabhan,7.44,Placed,Offline,2,2017-10-16
11647,2020,"Chaudhuri, Mohan and Bera",12.09,Placed,Online,5,2024-12-17
11647,2020,"Mandal, Batra and Wali",19.2,Rejected,Offline,3,2025-05-16
11647,2020,"Seth, Dugal and Bajaj",19.19,Rejected,Offline,5,2024-04-30
11647,2020,"Mand, Bali and Pandey",4.64,Placed,Online,2,2019-03-20
11648,2020,Bhasin Inc,12.83,Rejected,Online,5,2024-01-18
11648,2020,Uppal-Basak,31.45,Placed,Online,2,2018-10-11
11648,2020,"Kulkarni, Memon and Dave",3.79,Rejected,Offline,2,2020-06-10
11648,2020,"Mukhopadhyay, Varty and Garg",6.22,Rejected,Offline,2,2023-05-02
11649,2020,Garde-Ramachandran,29.54,Rejected,Offline,3,2019-09-23
11649,2020,"Acharya, Dora and Oak",26.92,Rejected,Online,3,2022-12-01
11649,2020,Mammen-Rau,6.33,Placed,Online,2,2021-01-04
11649,2020,"Sidhu, Saha and Rout",8.8,Rejected,Online,3,2021-09-05
11649,2020,Swaminathan-Nori,11.56,Rejected,Offline,3,2025-11-25
11649,2020,"Lal, Venkataraman and Vora",8.69,Placed,Online,5,2019-05-02
11649,2020,"Rana, Jhaveri and Vasa",6.95,Placed,Offline,2,2020-10-13
11649,2020,"Pillai, Date and Sachdeva",10.27,Placed,Offline,3,2019-12-12
11650,2020,"Bhavsar, Patla and Sridhar",18.75,Rejected,Offline,2,2017-06-14
11650,2020,Devi-Padmanabhan,4.19,Rejected,Offline,3,2018-06-16
11650,2020,"Khanna, Balay and Bhasin",30.4,Rejected,Online,5,2020-01-10
11650,2020,Bandi-Kala,19.87,Rejected,Online,4,2017-10-02
11650,2020,Toor-Rajan,6.21,Rejected,Online,5,2022-06-01
11650,2020,Chauhan-Anand,22.07,Rejected,Online,3,2021-07-21
11650,2020,"Arora, Mall and Shankar",17.16,Placed,Offline,5,2021-07-02
11650,2020,Dash Group,17.09,Rejected,Offline,3,2022-09-03
11651,2020,Joshi and Sons,16.1,Rejected,Online,5,2025-08-09
11651,2020,Devan Ltd,6.74,Rejected,Online,2,2020-05-16
11651,2020,Ganguly PLC,12.16,Rejected,Offline,2,2018-07-31
11651,2020,Gupta Group,33.4,Rejected,Offline,5,2016-08-16
11651,2020,Ben Group,12.17,Rejected,Online,2,2022-04-29
11651,2020,Khalsa-Majumdar,26.52,Placed,Online,2,2023-08-28
11652,2020,Chand-Banerjee,14.5,Rejected,Offline,3,2026-02-03
11652,2020,Toor-Rajan,4.38,Rejected,Offline,2,2023-01-07
11652,2020,Chaudhry-Bava,30.03,Rejected,Online,5,2024-10-10
11652,2020,"Sahota, Ramesh and Mital",24.52,Placed,Offline,5,2023-12-30
11653,2020,"Keer, Barman and Hayre",34.31,Rejected,Offline,4,2018-02-21
11653,2020,"Thaker, Kohli and Brar",3.33,Placed,Online,5,2018-12-22
11653,2020,Choudhry-Sura,5.97,Rejected,Online,2,2021-02-10
11653,2020,Issac Group,6.11,Rejected,Offline,4,2019-04-09
11653,2020,D’Alia Inc,15.11,Rejected,Offline,2,2016-05-17
11653,2020,Comar-Behl,4.58,Placed,Offline,4,2021-03-25
11653,2020,"Kashyap, Gopal and Arya",15.89,Placed,Online,5,2018-07-19
11654,2020,Mahal-Sabharwal,14.98,Placed,Offline,2,2020-10-14
11654,2020,Dutt Ltd,31.37,Rejected,Offline,3,2023-07-24
11654,2020,De-Khalsa,14.56,Rejected,Offline,2,2020-10-23
11654,2020,Randhawa-Warrior,35.06,Rejected,Offline,4,2023-02-20
11654,2020,De-Khalsa,14.16,Placed,Online,5,2019-03-30
11654,2020,Varughese-Kaul,9.6,Placed,Offline,3,2020-04-07
11654,2020,Balan PLC,7.28,Rejected,Online,5,2016-04-11
11654,2020,Parmar Group,8.42,Rejected,Offline,3,2020-02-10
11655,2020,Nadkarni-Raman,7.91,Rejected,Online,3,2023-09-21
11655,2020,Bakshi-Biswas,7.94,Rejected,Offline,2,2017-11-16
11655,2020,Bedi-Dhawan,5.68,Rejected,Offline,4,2022-10-18
11656,2020,"Bhasin, Sampath and Sood",19.87,Rejected,Online,4,2020-12-07
11656,2020,Parmar Group,14.05,Rejected,Online,5,2024-02-07
11656,2020,Pradhan Inc,12.35,Rejected,Online,3,2021-10-19
11656,2020,Agate-Kant,10.58,Rejected,Online,5,2017-06-10
11656,2020,"Sanghvi, Sampath and Ranganathan",7.8,Placed,Online,4,2020-04-20
11656,2020,Dua-Mitra,31.88,Placed,Online,2,2019-02-03
11656,2020,Jha-Iyer,36.0,Placed,Online,4,2023-06-13
11656,2020,Khosla-Kale,35.14,Rejected,Online,5,2025-06-03
11657,2020,"Rajan, Oommen and Balakrishnan",6.26,Placed,Offline,5,2022-04-04
11657,2020,"Borde, Choudhry and Bhagat",12.73,Rejected,Online,3,2024-03-27
11657,2020,Jha-Iyer,37.53,Rejected,Offline,4,2017-02-07
11658,2020,Nazareth Group,13.88,Rejected,Offline,2,2024-02-02
11658,2020,"Grewal, Parekh and Atwal",28.55,Rejected,Offline,5,2016-10-16
11658,2020,Kala-Buch,28.71,Rejected,Online,5,2021-05-17
11658,2020,"Pandey, Chadha and Mahal",11.14,Rejected,Offline,2,2023-02-09
11658,2020,"Rajan, Oommen and Balakrishnan",4.58,Placed,Offline,3,2020-03-07
11658,2020,Sankaran-Kant,19.53,Placed,Online,5,2016-05-13
11658,2020,"Choudhary, Dave and Johal",28.65,Rejected,Offline,3,2025-01-17
11658,2020,Andra-Sharaf,22.08,Rejected,Offline,5,2023-10-14
11659,2020,"Acharya, Dora and Oak",23.6,Rejected,Offline,5,2024-04-04
11659,2020,"Prasad, Sankaran and Choudhary",7.95,Rejected,Online,2,2019-02-16
11659,2020,Dash Group,15.77,Placed,Offline,3,2019-11-07
11659,2020,"Bhandari, Mallick and Divan",4.94,Placed,Online,3,2026-01-09
11660,2020,Kari Group,27.75,Placed,Online,4,2018-10-03
11660,2020,"Khanna, Balay and Bhasin",30.46,Rejected,Online,3,2017-05-12
11660,2020,"Gokhale, Chada and Gopal",30.1,Placed,Online,4,2026-02-20
11660,2020,Dutt Ltd,22.26,Rejected,Offline,2,2024-11-30
11661,2020,Bandi-Kala,33.61,Placed,Online,2,2018-09-28
11661,2020,"Bhavsar, Patla and Sridhar",37.85,Rejected,Online,2,2020-05-18
11661,2020,Dua-Mitra,22.97,Rejected,Online,5,2022-03-20
11661,2020,Sant Ltd,4.86,Placed,Offline,4,2019-08-30
11661,2020,Desai-Srivastava,27.79,Rejected,Offline,4,2016-12-10
11661,2020,Zacharia LLC,35.53,Placed,Online,5,2016-08-03
11661,2020,Warrior PLC,11.05,Rejected,Offline,5,2023-11-25
11661,2020,"Nori, Kamdar and Chand",4.03,Rejected,Online,5,2024-01-19
11662,2020,Korpal Inc,39.23,Rejected,Online,3,2019-09-20
11662,2020,Bobal and Sons,7.6,Rejected,Offline,4,2016-04-02
11662,2020,Mandal-Gala,23.48,Rejected,Online,2,2023-04-10
11662,2020,Andra-Kalita,8.86,Rejected,Offline,5,2024-10-30
11662,2020,"Balan, Nath and Tella",3.82,Rejected,Online,2,2019-06-12
11662,2020,"Lal, Venkataraman and Vora",12.17,Placed,Offline,5,2020-07-29
11663,2020,Narayanan Group,9.44,Placed,Offline,4,2020-07-15
11663,2020,"Bhavsar, Patla and Sridhar",22.0,Placed,Offline,3,2022-05-12
11663,2020,"Nori, Kamdar and Chand",7.25,Placed,Offline,5,2020-04-17
11663,2020,Patla Group,16.75,Placed,Offline,4,2025-06-12
11664,2020,Sani and Sons,26.76,Placed,Offline,3,2019-07-23
11664,2020,"Lal, Venkataraman and Vora",13.44,Rejected,Offline,4,2023-01-07
11664,2020,"Subramanian, Choudhry and Shere",35.53,Rejected,Offline,4,2022-04-20
11664,2020,Puri-Balay,27.75,Rejected,Offline,5,2016-05-07
11664,2020,"Gole, Parekh and Vig",13.55,Placed,Offline,3,2025-06-03
11664,2020,"Choudhary, Dave and Johal",32.58,Rejected,Offline,4,2025-11-23
11664,2020,Solanki LLC,20.24,Placed,Online,5,2017-11-03
11664,2020,Sridhar-Thaker,7.25,Rejected,Online,3,2018-01-22
11665,2020,Khosla-Kale,20.67,Rejected,Online,2,2025-11-12
11665,2020,Devi-Padmanabhan,4.96,Placed,Online,3,2016-06-22
11665,2020,Rastogi PLC,13.97,Rejected,Offline,3,2016-04-22
11666,2020,"Kashyap, Gopal and Arya",10.69,Rejected,Online,5,2024-04-21
11666,2020,Grewal-Pandit,5.66,Rejected,Online,3,2023-11-12
11666,2020,Koshy PLC,4.22,Rejected,Offline,4,2023-10-15
11666,2020,"Kashyap, Gopal and Arya",12.51,Rejected,Offline,5,2020-06-20
11666,2020,Khare PLC,3.01,Rejected,Online,3,2018-07-26
11666,2020,Garde-Ramachandran,36.53,Placed,Online,3,2023-07-21
11666,2020,Suresh and Sons,7.59,Rejected,Offline,3,2018-01-25
11667,2020,Gara-Dubey,17.63,Rejected,Online,4,2018-03-20
11667,2020,Barad PLC,11.44,Rejected,Offline,4,2019-10-10
11667,2020,Agrawal LLC,15.63,Placed,Offline,2,2026-01-02
11667,2020,Gade-Biswas,38.32,Rejected,Online,2,2019-05-26
11667,2020,Vyas-Chaudhary,11.58,Rejected,Online,2,2021-09-17
11667,2020,"Sahota, Ramesh and Mital",23.43,Rejected,Online,5,2021-12-15
11667,2020,"Hayre, Mohan and Walla",6.12,Rejected,Online,5,2019-02-20
11667,2020,"Agate, Halder and Saxena",5.22,Placed,Online,5,2022-10-27
11668,2020,Choudhary-Naik,35.63,Rejected,Offline,5,2023-05-13
11668,2020,Rajagopalan-Narayan,5.95,Rejected,Online,5,2021-01-28
11668,2020,"Rajan, Oommen and Balakrishnan",3.67,Rejected,Online,3,2018-08-25
11669,2020,"Gade, Raj and Ganesan",19.0,Placed,Online,2,2017-01-26
11669,2020,"Nanda, Arya and Mital",6.62,Rejected,Offline,5,2023-07-31
11669,2020,Garde-Bera,25.85,Placed,Offline,3,2016-11-26
11670,2020,"Dewan, Wadhwa and Arya",8.1,Rejected,Offline,5,2016-07-25
11670,2020,Ram Inc,11.96,Placed,Online,4,2017-11-23
11670,2020,"Sahota, Nagy and Gulati",6.79,Rejected,Online,5,2020-06-18
11670,2020,Chauhan Group,16.78,Rejected,Online,3,2025-08-20
11670,2020,Patla LLC,4.17,Rejected,Offline,3,2017-10-06
11670,2020,"Issac, Sane and Palan",10.12,Rejected,Offline,5,2024-09-25
11670,2020,Sem Group,3.22,Rejected,Offline,3,2024-03-26
11670,2020,Khalsa-Majumdar,38.09,Placed,Offline,3,2021-07-10
11671,2020,Konda and Sons,25.25,Placed,Offline,3,2019-10-31
11671,2020,"Baral, Krishnan and Gade",14.7,Placed,Offline,4,2019-12-25
11671,2020,"Maharaj, Sampath and Kunda",8.03,Rejected,Offline,2,2025-11-16
11671,2020,"Dhar, Ahluwalia and Pathak",27.99,Placed,Online,3,2024-09-13
11671,2020,"Rajan, Oommen and Balakrishnan",7.91,Rejected,Offline,5,2023-11-28
11671,2020,Joshi and Sons,9.85,Placed,Offline,4,2022-09-19
11671,2020,Yogi-De,17.51,Rejected,Offline,3,2016-04-22
11671,2020,"Chawla, Lad and Rajagopal",39.5,Rejected,Offline,2,2019-06-08
11672,2020,Ram Inc,11.92,Rejected,Offline,3,2020-07-11
11672,2020,D’Alia Inc,12.45,Rejected,Online,5,2021-03-07
11672,2020,"Sagar, Sharma and Butala",7.12,Rejected,Online,4,2022-09-21
11672,2020,Zacharia LLC,38.72,Rejected,Offline,5,2017-12-04
11672,2020,Sahota-Randhawa,20.15,Placed,Offline,5,2022-12-19
11672,2020,Agate-Kant,13.25,Rejected,Online,2,2023-08-19
11673,2020,Peri Inc,6.98,Rejected,Offline,2,2020-05-26
11673,2020,Dani-Sunder,26.99,Placed,Online,5,2018-11-13
11673,2020,Batta-Chaudhari,18.14,Rejected,Offline,3,2023-02-20
11673,2020,"Cheema, Dutt and Korpal",3.98,Rejected,Online,5,2024-04-30
11673,2020,Dani-Sunder,31.32,Rejected,Online,5,2024-09-30
11673,2020,Parekh LLC,33.93,Rejected,Offline,3,2021-06-10
11674,2020,Devi Group,6.97,Placed,Offline,2,2025-12-09
11674,2020,Sawhney LLC,15.28,Rejected,Online,2,2024-06-15
11674,2020,"Chadha, Rau and Ratti",5.19,Rejected,Offline,3,2016-11-23
11674,2020,"Menon, Murty and Borah",27.73,Rejected,Online,3,2019-05-21
11674,2020,Tara-Gokhale,13.4,Placed,Online,5,2018-06-24
11674,2020,More-Sandal,38.7,Rejected,Online,4,2016-07-11
11674,2020,"Contractor, Dass and Bajaj",14.01,Placed,Online,3,2025-02-13
11674,2020,Sidhu and Sons,4.1,Placed,Offline,4,2023-04-05
11675,2020,Puri-Balay,33.3,Rejected,Offline,2,2018-01-04
11675,2020,Varty and Sons,7.0,Placed,Offline,4,2023-06-12
11675,2020,"Sidhu, Saha and Rout",15.96,Rejected,Online,3,2021-03-27
11675,2020,Bhagat-Tak,9.08,Rejected,Online,3,2023-01-23
11675,2020,Keer Ltd,39.55,Rejected,Online,5,2019-09-27
11675,2020,"Majumdar, Sachdeva and Ramachandran",14.59,Placed,Online,4,2021-10-30
11675,2020,"Mand, Bali and Pandey",4.67,Placed,Offline,4,2023-12-11
11675,2020,Jha-Iyer,39.16,Placed,Offline,3,2017-08-19
11676,2020,Sachar PLC,4.65,Rejected,Online,2,2022-08-11
11676,2020,"Pradhan, Bhandari and Balan",5.1,Rejected,Online,2,2023-03-24
11676,2020,"Talwar, Rout and Sundaram",8.73,Placed,Offline,2,2020-10-26
11676,2020,Mohanty PLC,8.35,Rejected,Offline,2,2020-01-16
11676,2020,Patla-Iyengar,4.81,Rejected,Online,4,2017-07-21
11677,2020,Narula-Banik,13.68,Placed,Offline,2,2025-01-18
11677,2020,"Sridhar, Narang and Choudhury",4.56,Rejected,Offline,4,2018-05-17
11677,2020,"Bahl, Modi and Oak",33.09,Placed,Offline,5,2019-04-15
11677,2020,"Prasad, Das and Keer",5.91,Rejected,Offline,2,2019-03-01
11677,2020,Dash Group,9.39,Rejected,Online,2,2016-08-21
11677,2020,Bhagat PLC,3.96,Rejected,Offline,3,2019-02-15
11677,2020,Varughese-Khalsa,39.8,Rejected,Offline,5,2017-05-23
11678,2020,Agate-Kant,16.54,Rejected,Online,3,2019-05-11
11678,2020,"Puri, Luthra and Choudhury",6.3,Placed,Offline,5,2019-03-27
11678,2020,Barad PLC,13.89,Rejected,Offline,2,2020-01-26
11678,2020,"Sachdev, Sankaran and Halder",33.7,Rejected,Offline,2,2021-11-02
11679,2020,Roy-Pillay,30.18,Placed,Offline,2,2019-01-15
11679,2020,"Kakar, Goel and Gala",21.18,Rejected,Online,2,2025-09-11
11679,2020,"Kashyap, Gopal and Arya",9.01,Placed,Online,4,2018-01-21
11679,2020,"Acharya, Dora and Oak",27.67,Rejected,Online,2,2025-02-05
11679,2020,Bhat-Nagi,9.6,Placed,Online,3,2020-08-19
11679,2020,Chaudhary and Sons,32.72,Placed,Online,2,2020-10-26
11680,2020,Agate-Kant,16.66,Placed,Offline,5,2019-06-22
11680,2020,Ravel and Sons,7.23,Rejected,Offline,5,2021-07-15
11680,2020,Gupta Group,32.84,Placed,Online,2,2024-03-11
11680,2020,"Srivastava, Desai and Mannan",5.6,Rejected,Online,4,2018-05-12
11680,2020,Sahota Ltd,11.51,Rejected,Offline,2,2025-06-16
11680,2020,Upadhyay PLC,13.08,Rejected,Offline,2,2024-09-26
11681,2020,"Yadav, Contractor and Som",15.09,Rejected,Offline,2,2022-06-22
11681,2020,"Bahl, Modi and Oak",21.26,Rejected,Online,5,2026-01-02
11681,2020,Varghese-Patil,17.07,Rejected,Online,2,2022-06-10
11681,2020,Koshy PLC,4.05,Rejected,Offline,4,2025-09-04
11681,2020,Narayanan Group,12.97,Rejected,Online,3,2019-03-22
11681,2020,"Balan, Nath and Tella",3.77,Rejected,Offline,5,2019-12-21
11681,2020,"Bhavsar, Patla and Sridhar",21.57,Placed,Offline,4,2022-12-14
11681,2020,Bhat-Nagi,17.65,Rejected,Offline,5,2020-08-01
11682,2020,Chana-Bir,8.66,Rejected,Online,4,2022-05-09
11682,2020,"Bhatt, Halder and Vala",13.25,Placed,Online,3,2021-09-13
11682,2020,Maharaj and Sons,5.7,Rejected,Offline,2,2018-01-10
11682,2020,Kari-Datta,4.34,Placed,Offline,2,2018-06-12
11682,2020,"Nanda, Arya and Mital",6.6,Rejected,Offline,3,2021-03-21
11683,2020,More-Sandal,33.38,Rejected,Offline,4,2017-06-24
11683,2020,"Srinivasan, Kade and Ghose",5.62,Rejected,Online,2,2020-06-05
11683,2020,Viswanathan LLC,8.65,Rejected,Online,4,2020-04-06
11683,2020,Narula-Thakkar,4.53,Rejected,Offline,2,2018-08-26
11683,2020,"Naik, Hans and Seth",31.54,Rejected,Online,4,2019-10-19
11683,2020,"Wagle, Raja and Murty",19.83,Rejected,Online,5,2017-12-15
11684,2020,Vyas Ltd,13.21,Placed,Online,2,2022-03-02
11684,2020,Maharaj and Sons,3.58,Placed,Offline,3,2018-05-19
11684,2020,"Sarin, Vaidya and Sur",23.42,Rejected,Online,5,2021-02-25
11684,2020,"Naik, Hans and Seth",24.54,Rejected,Offline,3,2021-06-25
11684,2020,Zacharia LLC,20.35,Rejected,Online,4,2025-02-18
11684,2020,Comar-Behl,5.43,Placed,Online,3,2017-02-15
11684,2020,"Mammen, Misra and Gandhi",4.67,Rejected,Online,2,2017-04-29
11684,2020,"Nagi, Oza and Gill",9.09,Rejected,Online,4,2022-01-04
11685,2020,Aurora-Krishnamurthy,8.9,Rejected,Online,4,2026-01-19
11685,2020,Chauhan-Anand,37.89,Placed,Online,5,2018-07-02
11685,2020,Ray and Sons,27.71,Rejected,Online,3,2019-09-22
11685,2020,Yohannan-Som,10.0,Rejected,Offline,3,2025-10-10
11685,2020,Lad-Chowdhury,28.21,Placed,Online,3,2021-08-07
11685,2020,Seshadri LLC,4.09,Placed,Online,5,2025-09-16
11685,2020,"Borde, Choudhry and Bhagat",8.2,Rejected,Offline,2,2021-04-08
11685,2020,Setty Group,16.35,Placed,Offline,5,2019-01-05
11686,2020,Naidu PLC,8.59,Placed,Offline,5,2022-01-18
11686,2020,Khare PLC,3.05,Placed,Online,2,2017-12-07
11686,2020,Chada LLC,7.3,Rejected,Offline,2,2023-11-21
11686,2020,Jhaveri Inc,27.08,Placed,Online,5,2018-10-19
11686,2020,Joshi and Sons,9.52,Rejected,Offline,3,2022-09-16
11686,2020,Grewal-Pandit,5.54,Placed,Offline,3,2020-06-26
11686,2020,"Dewan, Wadhwa and Arya",9.85,Rejected,Offline,2,2021-06-08
11687,2020,Jani PLC,11.84,Rejected,Online,5,2017-02-10
11687,2020,Sawhney and Sons,16.16,Rejected,Offline,5,2021-05-22
11687,2020,Bakshi-Biswas,6.46,Placed,Offline,4,2016-05-10
11687,2020,Johal-Dey,10.47,Rejected,Offline,5,2022-08-23
11687,2020,Khare-Edwin,22.08,Placed,Online,3,2018-02-01
11688,2020,Prashad Ltd,4.49,Rejected,Online,5,2018-01-19
11688,2020,"Hayre, Dhawan and Nair",13.99,Placed,Offline,4,2023-10-29
11688,2020,Sem Group,6.4,Placed,Online,2,2016-04-04
11689,2020,"Sarin, Vaidya and Sur",18.35,Rejected,Online,3,2022-10-22
11689,2020,Master-Karan,12.38,Placed,Online,3,2017-09-02
11689,2020,Dhawan-Luthra,7.77,Rejected,Online,2,2017-08-15
11689,2020,Raju-Ranganathan,5.29,Rejected,Offline,2,2024-02-07
11689,2020,"Nagar, Palla and Nagi",19.29,Rejected,Offline,2,2016-08-30
11689,2020,Khosla-Kale,30.82,Rejected,Online,4,2016-12-23
11690,2020,"Bhavsar, Taneja and Vora",10.93,Rejected,Offline,4,2026-01-11
11690,2020,Choudhary-Naik,24.45,Rejected,Offline,2,2023-01-01
11690,2020,"Prabhu, Kuruvilla and Nagar",32.51,Rejected,Offline,4,2016-04-18
11690,2020,Doshi and Sons,30.63,Rejected,Online,3,2018-04-08
11691,2020,Tandon Group,35.72,Rejected,Online,2,2017-01-21
11691,2020,Khare PLC,4.53,Placed,Offline,4,2025-03-30
11691,2020,Divan and Sons,9.85,Rejected,Offline,3,2024-03-07
11692,2020,Warrior PLC,11.71,Rejected,Offline,5,2025-01-29
11692,2020,"Sarin, Vaidya and Sur",38.46,Rejected,Online,4,2023-01-10
11692,2020,Koshy PLC,4.46,Rejected,Online,3,2021-09-20
11692,2020,Shah PLC,5.43,Placed,Online,3,2024-07-13
11693,2020,"Kakar, Goel and Gala",38.39,Placed,Offline,4,2017-07-19
11693,2020,"Kapadia, Basu and Mukhopadhyay",12.38,Rejected,Online,2,2018-05-03
11693,2020,"Prabhu, Chowdhury and Wali",4.0,Rejected,Online,5,2017-08-19
11693,2020,Bhasin Inc,14.09,Placed,Online,5,2024-03-27
11693,2020,Gupta Ltd,17.78,Placed,Offline,4,2023-09-09
11694,2020,Anand and Sons,3.93,Rejected,Offline,4,2022-12-21
11694,2020,Zacharia LLC,36.74,Rejected,Offline,2,2020-08-18
11694,2020,"Sood, Date and Batra",18.52,Rejected,Online,2,2020-12-10
11694,2020,Konda Group,5.79,Rejected,Offline,5,2017-11-29
11694,2020,Varughese-Khalsa,27.4,Placed,Online,2,2023-05-19
11694,2020,"Krish, Sehgal and Bath",13.43,Rejected,Online,5,2019-04-05
11695,2020,"Kulkarni, Patil and Kalla",3.98,Rejected,Offline,4,2018-04-09
11695,2020,Chada LLC,3.06,Rejected,Offline,3,2017-06-12
11695,2020,"Rout, Muni and Sangha",21.3,Rejected,Offline,3,2025-05-21
11695,2020,"Kar, Deol and Kota",9.81,Rejected,Online,4,2022-04-05
11695,2020,"Sahota, Nagy and Gulati",7.89,Rejected,Offline,3,2025-07-28
11696,2020,Anne-Venkataraman,5.86,Placed,Online,2,2021-03-02
11696,2020,"Edwin, Kamdar and Deol",25.97,Placed,Online,4,2023-02-18
11696,2020,"Grewal, Parekh and Atwal",29.36,Rejected,Online,3,2018-06-05
11696,2020,"Goyal, Iyengar and Jaggi",5.5,Placed,Online,5,2023-05-11
11696,2020,Rai-Verma,11.08,Placed,Online,5,2017-07-16
11696,2020,"Kalita, Chaudry and Bajwa",38.71,Rejected,Online,5,2020-11-23
11696,2020,"Hans, Nagar and Bassi",5.75,Rejected,Online,4,2025-06-19
11696,2020,"Bir, Gola and Mall",34.9,Placed,Online,4,2018-06-13
11697,2020,"Parmar, Sampath and Solanki",16.3,Rejected,Offline,4,2021-01-12
11697,2020,"Khosla, Venkataraman and Choudhry",16.23,Placed,Offline,4,2024-10-20
11697,2020,"Wagle, Raja and Murty",21.74,Rejected,Offline,4,2023-12-29
11697,2020,Choudhary Group,32.83,Placed,Online,4,2021-09-26
11697,2020,Sagar-Bala,11.77,Rejected,Offline,4,2018-09-23
11697,2020,Ramanathan-Ganesh,18.06,Placed,Online,5,2019-03-10
11697,2020,Joshi and Sons,10.39,Placed,Online,4,2022-06-12
11697,2020,Dalal Group,11.91,Rejected,Online,5,2023-06-27
11698,2020,Trivedi Group,21.22,Placed,Offline,2,2025-02-06
11698,2020,Wali LLC,12.09,Rejected,Offline,2,2022-09-25
11698,2020,Pathak-Salvi,4.32,Placed,Online,3,2019-05-17
11699,2020,"Sahota, Ramesh and Mital",39.63,Rejected,Online,4,2021-06-17
11699,2020,Keer Ltd,24.07,Placed,Online,2,2019-02-22
11699,2020,Sheth LLC,5.26,Rejected,Online,4,2018-03-31
11699,2020,Sawhney and Sons,17.47,Rejected,Online,4,2023-01-11
11699,2020,"Chawla, Lad and Rajagopal",20.35,Rejected,Offline,2,2023-05-19
11699,2020,"Gera, Deol and Ganguly",4.39,Placed,Online,3,2021-10-06
11700,2020,"Sridhar, Narang and Choudhury",3.21,Placed,Offline,2,2022-02-19
11700,2020,Dass LLC,24.66,Rejected,Online,4,2022-10-31
11700,2020,Narula-Thakkar,7.47,Rejected,Online,2,2019-08-12
11701,2020,Raju-Kapadia,12.9,Rejected,Online,4,2021-02-06
11701,2020,Bhatia LLC,15.6,Rejected,Online,3,2022-07-28
11701,2020,"Gokhale, Chada and Gopal",29.8,Placed,Offline,2,2021-03-03
11702,2020,Gill Inc,7.13,Rejected,Online,5,2021-08-17
11702,2020,"Balan, Nath and Tella",7.99,Placed,Offline,3,2025-09-23
11702,2020,Andra-Sharaf,39.77,Rejected,Online,5,2016-05-30
11702,2020,Kibe-Tara,31.79,Placed,Offline,3,2017-11-06
11702,2020,"Maharaj, Sampath and Kunda",12.38,Rejected,Online,3,2025-12-30
11702,2020,Maharaj and Sons,5.96,Rejected,Online,4,2017-02-25
11702,2020,"Rana, Jhaveri and Vasa",3.44,Rejected,Online,5,2020-04-21
11703,2020,Chowdhury PLC,3.01,Rejected,Offline,3,2017-07-05
11703,2020,Devan Ltd,3.48,Rejected,Offline,3,2022-02-17
