Year,Company,Drive_ID,Drive_Mode,Eligible_Branches,Students_Eligible,Students_Applied,Students_Shortlisted,Students_Selected
2021,Gole-Rajagopal,32c361bb-4e5b-46cf-879f-1a2c9f031776,Offline,"Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems,Civil Engineering,Mechanical Engineering,Mechanical Engineering – Mechatronics",1739,1472,56,65
2021,Batta-Chaudhari,6c0db434-4487-40de-8901-812ba593ce85,Offline,"CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering (CSE),Computer Science & Engineering – Data Science,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence",1260,129,433,36
2021,Warrior PLC,1f7eff9c-89c1-492b-8d2d-64a34ca023e2,Offline,"CSE – Artificial Intelligence,Civil Engineering,CSE – Cyber Physical Systems,Computer Science & Engineering – Data Science,CSE – Internet of Things (IoT)",803,1043,435,15
2021,"Chawla, Lad and Rajagopal",b4da1e1a-d6e7-43b4-81d3-aca912e8dc6e,Offline,"Computer Science & Engineering (CSE),CSE – Cyber Physical Systems,CSE – Blockchain Technology,CSE – Cloud Technology & Information Security,Mechanical Engineering",1586,1408,369,129
2021,Johal-Dey,9609f8a6-f7da-4c03-9e59-77c0472a4769,Offline,"CSE – Blockchain Technology,Civil Engineering,Computer Science & Engineering – Data Science,Mechanical Engineering – Robotics,CSE – Artificial Intelligence",1092,715,75,166
2021,Doshi and Sons,b6dceb1e-d64a-41a7-8bc5-a492e776b5f7,Online,"Computer Engineering – Software Engineering,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence,CSE – Cloud Technology & Information Security,Civil Engineering – Construction Technology",1458,664,358,69
2021,"Sagar, Naik and Varghese",83834f25-f505-49e5-862e-9b02b8c584f2,Online,"Civil Engineering – Environmental Geotechnology,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Data Engineering,Computer Engineering – Software Engineering,CSE – Artificial Intelligence",1878,962,330,34
2021,"Wagle, Raja and Murty",5a90908b-0af0-40c2-954d-3c2ca8d19d33,Offline,"Computer Engineering – Software Engineering,CSE – Blockchain Technology,Electronics & Communication Engineering (ECE),CSE – AI-Driven DevOps,Mechanical Engineering – Mechatronics",1351,1133,299,192
2021,"Chauhan, Mukherjee and Lad",ba1ff839-d95b-4b04-b790-6e3e9a0b3ab9,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science,Computer Science & Business Systems,CSE – Cyber Physical Systems",1103,1484,442,48
2021,Aurora LLC,43857a78-5071-470a-a303-90801de64d18,Offline,"ECE – Robotics,ECE – VLSI Design & Technology,Electronics & Communication Engineering (ECE),Civil Engineering,Mechanical Engineering – Mechatronics",328,871,398,127
2021,Yohannan-Som,4acfe68b-d0ab-4139-a23f-cd3cba42015a,Offline,"CSE – Cyber Physical Systems,CSE – Artificial Intelligence & Machine Learning,Civil Engineering – Construction Technology,Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology",1598,388,418,5
2021,Dar Inc,d31d15d1-416a-493c-bff7-5cd6ca5ef8d2,Online,"Computer Science & Engineering (CSE),EEE – Electric Vehicles / Microgrid Technologies,Civil Engineering – Environmental Geotechnology,CSE – AI-Driven DevOps,ECE – VLSI Design & Technology",1088,877,323,72
2021,"Uppal, Thakur and Prabhu",ec5dbdb8-9467-459b-92fe-da7a51bd8eb3,Offline,"Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,CSE – Internet of Things (IoT),Electronics & Communication Engineering (ECE),Civil Engineering – Construction Technology",302,433,326,10
2021,Rastogi PLC,90547872-d4ac-424d-8900-4460dfa8719c,Online,"ECE – Robotics,CSE – Cloud Technology & Information Security,EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Business Systems,Computer Science & Engineering – Data Science",1093,1001,377,196
2021,Munshi-Dora,9567581c-6289-4822-80a6-347adcac07fd,Offline,"Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,CSE – Blockchain Technology,Electronics & Communication Engineering (ECE),Mechanical Engineering",1527,789,219,192
2021,"Gade, Raj and Ganesan",9b090ba7-e981-47a5-9fc7-a7362430a331,Offline,"CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Robotics,CSE – Cloud Technology & Information Security,Civil Engineering – Construction Technology,ECE – VLSI Design & Technology",1872,971,365,108
2021,"Lad, Panchal and Shroff",aa3ffc21-12d6-4502-a7fc-22b097d0545a,Online,"EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering – Robotics,Computer Science & Engineering – Data Science,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Data Engineering",989,408,77,50
2021,"Kaul, Gaba and Sidhu",b8b37d86-2e4f-4613-a803-9799933a5b57,Online,"Mechanical Engineering,Civil Engineering,Computer Science & Engineering (CSE),Computer Science & Business Systems,CSE – AI-Driven DevOps",694,109,340,90
2021,Konda Group,41233117-3cda-41e3-8d5d-2cbd2461f130,Offline,"ECE – Robotics,CSE – Cyber Physical Systems,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning,Civil Engineering",1393,885,265,197
2021,Loyal-Soni,23094990-5c50-4066-a982-6a74ddd61828,Offline,"CSE – Internet of Things (IoT),CSE – Cyber Physical Systems,Mechanical Engineering,CSE – AI-Driven DevOps,Computer Science & Engineering – Data Science",582,454,52,51
2021,"Mahajan, Char and Buch",0f1501d8-6eee-4c39-b3f1-ce4e6e3d2b88,Offline,"CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,Civil Engineering,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Machine Learning",1753,1493,361,63
2021,Nori Group,db72011e-58b1-4431-aadb-02b59ed64a45,Offline,"Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence,Computer Science & Business Systems,CSE – Blockchain Technology,EEE – Electric Vehicles / Microgrid Technologies",867,1139,466,162
2021,Sridhar-Thaker,c1239171-0e3a-4769-9ba3-e05f26f21150,Offline,"Mechanical Engineering – Robotics,ECE – VLSI Design & Technology,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning",486,1110,125,22
2021,Sagar-Solanki,a24c09dc-8b63-4521-bd99-fb0ad473eb53,Online,"CSE – Artificial Intelligence,CSE – Cyber Physical Systems,Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,Civil Engineering",607,918,226,196
2021,Parmer-Pant,47f65465-b7ee-4140-aa01-09d4908c4547,Offline,"Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,Civil Engineering – Environmental Geotechnology",240,1096,98,71
2021,Lala Group,5f6806a6-b325-4ac0-84b6-0a251134616d,Online,"Civil Engineering – Construction Technology,Mechanical Engineering – Mechatronics,Mechanical Engineering – Robotics,Computer Engineering – Software Engineering,Civil Engineering – Environmental Geotechnology",776,906,367,29
2021,"Vohra, Korpal and Badami",af9c78a0-6cc2-4f8a-8f68-5c30220fa478,Online,"ECE – VLSI Design & Technology,Civil Engineering – Construction Technology,Electrical & Electronics Engineering (EEE),CSE – Mobile Applications & Cloud Technology,Computer Engineering – Software Engineering",1723,644,170,90
2021,"Sidhu, Saha and Rout",0d9d7f75-bfde-40f9-9f50-f51df4a60b4a,Offline,"Electrical & Electronics Engineering (EEE),ECE – VLSI Design & Technology,Civil Engineering – Construction Technology,CSE – Internet of Things (IoT),ECE – Robotics",586,199,402,16
2021,"Sanghvi, Sampath and Ranganathan",53f69aea-6cd1-4284-bc95-858601125df1,Offline,"CSE – Artificial Intelligence,Electrical & Electronics Engineering (EEE),Civil Engineering,CSE – Internet of Things (IoT),ECE – Robotics",1535,1268,321,181
2021,Varty-Korpal,c5d2ceb0-a5a5-4626-a763-3155f2de49dc,Online,"CSE – Mobile Applications & Cloud Technology,Civil Engineering,Computer Science & Business Systems,Computer Science & Engineering (CSE),CSE – AI-Driven DevOps",1592,1405,338,65
2021,Garde-Bera,a5d79c75-b8d1-44bd-8faf-296c9d028898,Offline,"CSE – Cyber Physical Systems,CSE – Artificial Intelligence & Machine Learning,CSE – Blockchain Technology,Electrical & Electronics Engineering (EEE),Computer Science & Business Systems",517,788,291,28
2021,"Puri, Luthra and Choudhury",c3521ac2-1339-48c2-8796-58310f452abf,Online,"CSE – Artificial Intelligence & Machine Learning,CSE – Cloud Technology & Information Security,Electronics & Communication Engineering (ECE),Mechanical Engineering – Mechatronics,EEE – Electric Vehicles / Microgrid Technologies",1726,653,389,48
2021,Dave PLC,bf450b5c-66f3-47b2-956f-e2b3b64cacba,Offline,"CSE – Internet of Things (IoT),Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science,Civil Engineering – Environmental Geotechnology,Mechanical Engineering – Robotics",1041,811,262,59
2021,More Group,e9ca6a7e-0e82-4a57-a2ba-3c0e24ce68be,Offline,"CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering – Robotics,Civil Engineering – Construction Technology,CSE – Blockchain Technology,Electronics & Communication Engineering (ECE)",445,911,65,131
2021,Devi-Padmanabhan,7d467ccb-3066-4825-9290-8c49d87297f1,Online,"CSE – Artificial Intelligence,CSE – Blockchain Technology,CSE – Cyber Physical Systems,Mechanical Engineering – Robotics,Electronics & Communication Engineering (ECE)",1955,1269,256,53
2021,Naik-Varughese,d22ae40b-030c-42f2-a504-9adf55333f90,Online,"Civil Engineering,CSE – Internet of Things (IoT),Computer Science & Business Systems,CSE – AI-Driven DevOps,Civil Engineering – Construction Technology",840,539,260,129
2021,Rajan-More,1d524a1c-1c14-4430-ad70-a53669a88d4c,Offline,"Computer Science & Engineering – Data Science,CSE – AI-Driven DevOps,Computer Engineering – Software Engineering,Mechanical Engineering – Mechatronics,CSE – Cloud Technology & Information Security",367,1369,242,157
2021,Devi Group,27a3e35f-25c7-4117-bee9-e3fb2d0f610e,Online,"Computer Science & Engineering – Data Science,Computer Science & Business Systems,ECE – VLSI Design & Technology,CSE – Internet of Things (IoT),CSE – Cyber Physical Systems",441,1086,456,49
2021,Khalsa LLC,55c6f993-34a9-430c-aa35-f54923202759,Offline,"Computer Science & Engineering – Data Science,CSE – Mobile Applications & Cloud Technology,ECE – Robotics,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering (CSE)",1601,988,266,20
2021,"Venkataraman, Naik and Chaudhary",d90e9d97-403a-41f9-90bb-f4d7bb7284e3,Online,"CSE – Artificial Intelligence & Data Engineering,Electronics & Communication Engineering (ECE),Computer Science & Business Systems,Civil Engineering,EEE – Electric Vehicles / Microgrid Technologies",1626,721,141,76
2021,Kari Group,d6f0b1d5-5f8b-478a-b7a3-1a0ef80a42ac,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Civil Engineering,Computer Engineering – Software Engineering,CSE – AI-Driven DevOps,CSE – Cyber Physical Systems",556,856,282,117
2021,"Dhar, Ahluwalia and Pathak",e58fa60e-512e-477c-b736-8cfb3863aa0e,Online,"Civil Engineering – Environmental Geotechnology,CSE – Cyber Physical Systems,CSE – Blockchain Technology,Computer Engineering – Software Engineering,CSE – Internet of Things (IoT)",1502,531,79,169
2021,Verma LLC,dfc0210a-3947-4734-9e86-3fc2990aa95b,Offline,"Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,Civil Engineering,ECE – VLSI Design & Technology,Electronics & Communication Engineering (ECE)",269,468,370,112
2021,Kashyap and Sons,ce085435-20b4-413e-900e-23dbb041ee94,Online,"CSE – Blockchain Technology,Computer Science & Engineering – Data Science,Mechanical Engineering – Robotics,Computer Engineering – Software Engineering,CSE – Artificial Intelligence & Machine Learning",553,769,210,107
2021,"Mammen, Misra and Gandhi",da3ef0ba-d4f4-4f5f-a3d8-5db4f59b5b70,Online,"Mechanical Engineering – Robotics,CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science,Computer Science & Business Systems",1189,315,183,57
2021,Deshpande Inc,64aa4e14-5b75-46cd-bb59-b4761c15cedc,Online,"Civil Engineering – Environmental Geotechnology,CSE – Cyber Physical Systems,Computer Science & Business Systems,CSE – Artificial Intelligence,CSE – Artificial Intelligence & Data Engineering",1714,735,202,108
2021,Bhagat PLC,86412d05-a829-4613-87dd-441a80e6cb6f,Offline,"Civil Engineering – Construction Technology,CSE – Blockchain Technology,CSE – Artificial Intelligence,CSE – AI-Driven DevOps,ECE – VLSI Design & Technology",833,1362,481,5
2021,"Patel, Soni and Bhasin",015daa57-7b1d-457e-ab63-65ce8b559b3a,Online,"CSE – Artificial Intelligence & Data Engineering,Computer Engineering – Software Engineering,CSE – Mobile Applications & Cloud Technology,Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology",1185,291,377,64
2021,Pandey-Narayan,1ee4003d-59f1-4544-8150-cecbdb236994,Online,"CSE – Cyber Physical Systems,ECE – Robotics,Mechanical Engineering,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering",671,363,70,102
2021,Chada PLC,0038f79b-3b0e-4b13-bdfc-e9a4444033b1,Offline,"Electrical & Electronics Engineering (EEE),Civil Engineering,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Machine Learning,CSE – AI-Driven DevOps",1234,488,272,162
2021,"Rout, Muni and Sangha",dfed82fe-b984-4b8c-8d53-2e4edf48de09,Offline,"CSE – Mobile Applications & Cloud Technology,CSE – Cloud Technology & Information Security,ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies,Civil Engineering – Environmental Geotechnology",1003,952,166,108
2021,Shroff and Sons,04434bb3-4249-4465-9fcb-db90dda52005,Online,"CSE – Cyber Physical Systems,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Machine Learning,Computer Science & Business Systems,CSE – Artificial Intelligence & Data Engineering",227,725,208,21
2021,Gupta Ltd,83070f06-63a6-41e2-bcdf-0f3301af62c5,Offline,"CSE – Internet of Things (IoT),CSE – Blockchain Technology,Civil Engineering – Construction Technology,Computer Science & Business Systems,CSE – Artificial Intelligence & Data Engineering",866,1138,420,152
2021,Korpal LLC,2371b006-cfee-401e-95bb-ba0ee1bddd4e,Offline,"CSE – Blockchain Technology,CSE – Cloud Technology & Information Security,CSE – AI-Driven DevOps,Mechanical Engineering – Mechatronics,CSE – Artificial Intelligence & Data Engineering",1160,763,98,92
2021,Karnik LLC,ad7e161a-99c2-48b2-b4e7-81f914b0d490,Offline,"CSE – Artificial Intelligence,Mechanical Engineering – Robotics,Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems,Mechanical Engineering – Mechatronics",1250,815,316,185
2021,Mahal-Sabharwal,ed397ec9-41a0-4a29-9aad-bc7040dd06cc,Online,"Mechanical Engineering,CSE – Artificial Intelligence & Data Engineering,Computer Engineering – Software Engineering,Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology",263,619,348,134
2021,Kashyap-Chowdhury,4305fb6a-1206-4812-85f3-f2111ea7677b,Online,"Civil Engineering,Mechanical Engineering – Robotics,Mechanical Engineering,EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Engineering – Data Science",1702,390,159,11
2021,Nazareth Group,80eb498c-edee-4517-b5f9-c20bbf045015,Online,"Civil Engineering – Environmental Geotechnology,CSE – Mobile Applications & Cloud Technology,CSE – Internet of Things (IoT),CSE – Blockchain Technology,Computer Science & Engineering (CSE)",365,1494,432,73
2021,Issac Group,d5674e8f-79cf-4f37-8364-d1299ddcc6b9,Online,"Mechanical Engineering,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning,Computer Science & Business Systems",1260,208,198,149
2021,Kumar and Sons,428417b6-97b4-43f8-bb72-cdc34ecb8223,Online,"CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Mechatronics,Computer Engineering – Software Engineering,Civil Engineering – Construction Technology,CSE – Artificial Intelligence",1392,905,278,96
2021,"Kashyap, Gopal and Arya",f84566e9-aed7-4191-9392-47e4c3f0bfca,Online,"CSE – Artificial Intelligence,CSE – Artificial Intelligence & Machine Learning,Computer Science & Business Systems,CSE – AI-Driven DevOps,Computer Engineering – Software Engineering",623,1117,302,129
2021,"Grewal, Naik and Joshi",39d2f14b-f98e-4b0e-a20b-1ac01451fcbf,Offline,"Civil Engineering – Construction Technology,CSE – AI-Driven DevOps,CSE – Mobile Applications & Cloud Technology,Civil Engineering – Environmental Geotechnology,CSE – Cloud Technology & Information Security",1326,242,103,133
2021,"Jain, Agrawal and Gandhi",dca68ecf-13fe-4c77-b0b3-dfbf161840f1,Online,"Computer Engineering – Software Engineering,CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Mechatronics,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering (CSE)",1283,1440,272,68
2021,Jayaraman-Loyal,e3bfd1c3-464d-40e6-967b-652bc17ef3d6,Offline,"Computer Engineering – Software Engineering,CSE – AI-Driven DevOps,CSE – Mobile Applications & Cloud Technology,Electrical & Electronics Engineering (EEE),Mechanical Engineering – Mechatronics",363,1429,133,61
2021,"Kakar, Goel and Gala",7890abda-bc75-4eac-ac7f-95f15ca63051,Online,"ECE – Robotics,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science,Computer Science & Business Systems",815,1008,356,149
2021,Mammen-Rau,2c8fae67-2ac7-4a27-8270-9a8b8120f89e,Online,"Civil Engineering,Computer Science & Engineering (CSE),EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Data Engineering,ECE – Robotics",1046,1098,429,136
2021,Deo-Prakash,070b627a-29e5-47d2-9f60-316251e061e7,Offline,"CSE – Artificial Intelligence & Data Engineering,Civil Engineering – Construction Technology,Computer Science & Engineering (CSE),CSE – Artificial Intelligence,Computer Science & Business Systems",1014,378,250,72
2021,"Tailor, Banerjee and Vyas",377cc0ee-a528-42b4-a450-13c26ed00c5e,Offline,"CSE – Blockchain Technology,EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering,Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence & Machine Learning",1928,1393,475,45
2021,Dugal LLC,a7e765bb-9027-4517-82ba-5cf8f1adcda2,Offline,"ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE),Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering",1365,398,447,178
2021,Korpal Inc,e98062bf-23e8-4be7-b632-f68cd4ae58ae,Offline,"Mechanical Engineering – Mechatronics,Computer Science & Engineering (CSE),Computer Science & Business Systems,Computer Science & Engineering – Data Science,CSE – Artificial Intelligence & Data Engineering",971,329,393,133
2021,Balan Group,ecb38ef7-0307-4717-b463-712b8e375595,Offline,"CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Mechatronics,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science",1715,558,364,190
2021,Bajaj-Saha,fa5111bc-d80d-4f1d-8229-ae6b56ed4e15,Online,"CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering – Robotics,CSE – Mobile Applications & Cloud Technology,Civil Engineering – Construction Technology,Computer Science & Business Systems",748,689,376,148
2021,Bakshi-Biswas,0670deb4-e68d-45b3-8749-955b0f6ff5e4,Offline,"Computer Engineering – Software Engineering,Civil Engineering – Environmental Geotechnology,Electrical & Electronics Engineering (EEE),CSE – AI-Driven DevOps,Mechanical Engineering – Mechatronics",996,926,470,175
2021,Sandal and Sons,9f952604-932e-465f-934b-1cb2f90a1749,Offline,"Mechanical Engineering – Mechatronics,ECE – Robotics,CSE – Artificial Intelligence,Mechanical Engineering,EEE – Electric Vehicles / Microgrid Technologies",1280,171,292,77
2021,"Sur, Halder and Muni",49268890-701b-47ae-bb84-c6fdb6023106,Offline,"Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering (CSE),CSE – Cyber Physical Systems,Civil Engineering",562,726,186,16
2021,"Prabhu, Chowdhury and Wali",64ac71e5-8866-4b42-b858-9b76094fa96b,Offline,"CSE – Cloud Technology & Information Security,Mechanical Engineering – Mechatronics,Computer Engineering – Software Engineering,CSE – Artificial Intelligence & Data Engineering,EEE – Electric Vehicles / Microgrid Technologies",878,855,436,195
2021,"Sehgal, Jaggi and Gill",a464e095-618e-4b2d-a77e-ef36f5fc257d,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Blockchain Technology,Civil Engineering,Computer Science & Engineering (CSE),Mechanical Engineering – Robotics",1577,214,85,27
2021,Kala-Buch,20458ddb-30a8-4530-911d-09971ab9a90a,Offline,"Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,Civil Engineering,ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Data Engineering",635,1327,349,76
2021,"Pandya, Batra and Banerjee",8633bcc6-efc1-4802-8d50-aa015e3c5b3e,Offline,"Mechanical Engineering – Robotics,Electronics & Communication Engineering (ECE),ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering – Mechatronics",768,1178,479,111
2021,Dada-Babu,0f3c9856-0e62-4ca5-9f13-32006d20d992,Offline,"Electrical & Electronics Engineering (EEE),CSE – Internet of Things (IoT),Civil Engineering,CSE – Cyber Physical Systems,CSE – Mobile Applications & Cloud Technology",502,263,173,92
2021,Goel and Sons,bc5b05a3-04fb-45fd-bb9d-3a14ac2f7b0b,Offline,"CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Mechatronics,Computer Engineering – Software Engineering,Mechanical Engineering,Civil Engineering – Construction Technology",1428,738,429,177
2021,Bhat-Nagi,87d399b1-2247-4b2f-95c4-9b845fd9ce1d,Offline,"CSE – Artificial Intelligence & Machine Learning,Civil Engineering – Environmental Geotechnology,Computer Science & Engineering (CSE),Civil Engineering,CSE – Cloud Technology & Information Security",569,542,215,16
2021,Dixit PLC,632cd7c4-8b84-4c35-8758-41dcadb99364,Offline,"Mechanical Engineering,Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology",1938,671,363,157
2022,"Nagi, Mander and Swaminathan",3e1d2c07-a3b1-4e13-8d44-fddacb411ed4,Online,"EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering – Robotics,ECE – Robotics,CSE – AI-Driven DevOps,Civil Engineering",1779,646,416,30
2022,Lad-Chowdhury,b99aed82-e950-4808-984c-91b33f99a1ef,Offline,"CSE – Artificial Intelligence & Machine Learning,CSE – Blockchain Technology,Mechanical Engineering – Robotics,Civil Engineering,Computer Science & Engineering – Data Science",510,204,134,6
2022,"Mangal, Garde and Nadkarni",15f02b73-8da3-4dc9-8d23-c671247e032d,Offline,"CSE – Internet of Things (IoT),Computer Science & Business Systems,CSE – Artificial Intelligence & Machine Learning,Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology",430,1284,57,115
2022,Krish Inc,b4de440b-5688-4c3b-ba15-6a606d1f71f1,Online,"CSE – Internet of Things (IoT),CSE – Cloud Technology & Information Security,Mechanical Engineering – Robotics,Mechanical Engineering – Mechatronics,CSE – Blockchain Technology",874,1469,262,200
2022,Kala LLC,fa7daa08-3e2c-4622-ac3a-d78978168b63,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Blockchain Technology,Computer Engineering – Software Engineering,Civil Engineering – Environmental Geotechnology,Civil Engineering",653,1493,105,186
2022,Issac Group,1c7995be-1593-426d-93d7-cdd24e29af88,Online,"Computer Engineering – Software Engineering,CSE – Internet of Things (IoT),ECE – VLSI Design & Technology,Civil Engineering – Environmental Geotechnology,Computer Science & Engineering (CSE)",1140,178,308,80
2022,Devan-Butala,c9860dbe-62ac-4bfa-937e-411613cc4a46,Offline,"ECE – VLSI Design & Technology,Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence & Machine Learning,Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science",1081,1407,329,7
2022,Gole-Rajagopal,78b96cec-2bf5-4d37-bd14-78f02952d752,Offline,"Mechanical Engineering – Robotics,Mechanical Engineering,Computer Science & Engineering – Data Science,Electronics & Communication Engineering (ECE),CSE – Cyber Physical Systems",1663,1381,481,161
2022,Lala Group,8cb78af9-adfe-45d9-821c-dff5765a7ab4,Online,"Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Data Engineering,ECE – VLSI Design & Technology,CSE – Cyber Physical Systems,CSE – Artificial Intelligence",781,477,201,73
2022,Prabhakar-Sant,1089cf25-0f8f-4564-bab6-4a3bb6bb9d3f,Offline,"Civil Engineering – Construction Technology,CSE – Artificial Intelligence,CSE – Mobile Applications & Cloud Technology,Computer Engineering – Software Engineering,Computer Science & Business Systems",459,1476,61,162
2022,Rastogi PLC,fbb81666-48ad-4478-9a88-d8998d65f3f9,Online,"CSE – Internet of Things (IoT),Computer Science & Engineering (CSE),Mechanical Engineering – Robotics,CSE – Blockchain Technology,CSE – Mobile Applications & Cloud Technology",1928,1344,89,150
2022,"Bhavsar, Taneja and Vora",8e91e4c0-8d22-4bb4-82d2-aea2a3966bb7,Offline,"Civil Engineering – Construction Technology,CSE – Blockchain Technology,Civil Engineering,CSE – Artificial Intelligence,CSE – Cloud Technology & Information Security",836,1356,78,6
2022,Dugal LLC,ec1c601d-f49b-4b1d-b131-bfb908199b39,Offline,"CSE – Internet of Things (IoT),Mechanical Engineering – Mechatronics,CSE – Cyber Physical Systems,ECE – Robotics,Electrical & Electronics Engineering (EEE)",996,1485,294,149
2022,"Kashyap, Gopal and Arya",6b33e629-fcb5-418a-8f07-3ecbf6b682f7,Offline,"Civil Engineering – Construction Technology,Mechanical Engineering – Mechatronics,Electrical & Electronics Engineering (EEE),EEE – Electric Vehicles / Microgrid Technologies,Computer Engineering – Software Engineering",1903,627,328,53
2022,"Das, Thakkar and Sandhu",304dbd59-f4e4-44aa-8b17-07d9b8549215,Offline,"CSE – Internet of Things (IoT),CSE – Cyber Physical Systems,CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science,Computer Science & Engineering (CSE)",1261,585,415,61
2022,Ram Inc,175bc86d-740f-4fdf-a064-c90825ebe1c4,Online,"Civil Engineering,Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Machine Learning,Computer Science & Business Systems,Computer Science & Engineering (CSE)",1571,273,267,97
2022,Korpal Inc,ecbdc5d4-4a3f-47c7-8589-4af3c16c5550,Offline,"ECE – Robotics,Computer Science & Engineering – Data Science,CSE – Blockchain Technology,Computer Engineering – Software Engineering,Mechanical Engineering – Robotics",1969,377,470,85
2022,Mutti-Bhatt,1b0617e7-e688-4ce6-8025-903ace197ef9,Offline,"Computer Science & Business Systems,CSE – Cloud Technology & Information Security,Electrical & Electronics Engineering (EEE),Mechanical Engineering,Mechanical Engineering – Robotics",1386,137,146,120
2022,"Kakar, Goel and Gala",257b8a78-e5f6-4d63-9984-3b98092293e2,Offline,"CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,CSE – Artificial Intelligence & Data Engineering,ECE – VLSI Design & Technology",754,703,218,44
2022,"Naik, Hans and Seth",820740c7-e511-444d-aa5d-bdb71a4b7c60,Online,"Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,Computer Science & Engineering (CSE),Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence",1516,549,267,177
2022,"Sekhon, Korpal and Patla",5db31585-6663-4ef0-88dd-5aa084b0a269,Offline,"Civil Engineering – Environmental Geotechnology,Computer Engineering – Software Engineering,CSE – Blockchain Technology,CSE – Cloud Technology & Information Security,Electrical & Electronics Engineering (EEE)",1188,582,482,25
